,year,gameid,side,num_counters_picked,num_counters_banned,PGA,higher_PGA,mean_champ_wr,mean_team_wr,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,pga_diff
39466,2022,ESPORTSTMNT01_2139266,Blue,0,0,0,0,0.4925235400115388,0.3333333333333333,0,4558.0,4845.0,78.0,2661.0,3862.0,56.0,1897.0,983.0,22.0,4.0,0.0,0.0,0.0,0.0,4.0,-1
39467,2022,ESPORTSTMNT01_2139266,Red,1,0,1,1,0.5106885640614094,0.4122807017543859,1,2661.0,3862.0,56.0,4558.0,4845.0,78.0,-1897.0,-983.0,-22.0,0.0,0.0,4.0,4.0,0.0,0.0,1
39470,2022,ESPORTSTMNT01_2139274,Blue,1,0,1,0,0.4851837777375111,0.3333333333333333,1,3186.0,4510.0,80.0,3312.0,4763.0,80.0,-126.0,-253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
39471,2022,ESPORTSTMNT01_2139274,Red,2,0,2,1,0.4954452283452297,0.4122807017543859,0,3312.0,4763.0,80.0,3186.0,4510.0,80.0,126.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39472,2022,ESPORTSTMNT01_2139284,Blue,2,1,3,1,0.4983819937020687,0.3333333333333333,0,3426.0,4575.0,78.0,3546.0,4889.0,82.0,-120.0,-314.0,-4.0,1.0,0.0,1.0,1.0,0.0,0.0,3
39473,2022,ESPORTSTMNT01_2139284,Red,0,0,0,0,0.4946513170330895,0.4122807017543859,1,3546.0,4889.0,82.0,3426.0,4575.0,78.0,120.0,314.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,-3
39474,2022,ESPORTSTMNT01_2139297,Blue,1,0,1,1,0.4988900954380775,0.3333333333333333,1,3211.0,4668.0,85.0,2874.0,4481.0,72.0,337.0,187.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39475,2022,ESPORTSTMNT01_2139297,Red,0,0,0,0,0.4985585779444927,0.4122807017543859,0,2874.0,4481.0,72.0,3211.0,4668.0,85.0,-337.0,-187.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
39920,2022,ESPORTSTMNT01_2149347,Blue,0,0,0,0,0.5042622377765239,0.3404255319148936,0,3174.0,4644.0,81.0,3447.0,4442.0,73.0,-273.0,202.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
39921,2022,ESPORTSTMNT01_2149347,Red,0,1,1,1,0.4950750270373107,0.25,1,3447.0,4442.0,73.0,3174.0,4644.0,81.0,273.0,-202.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,1
39924,2022,ESPORTSTMNT01_2149350,Blue,0,0,0,0,0.4963231044514647,0.3404255319148936,1,3467.0,4975.0,90.0,2904.0,4469.0,67.0,563.0,506.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
39925,2022,ESPORTSTMNT01_2149350,Red,1,0,1,1,0.5041542594037177,0.25,0,2904.0,4469.0,67.0,3467.0,4975.0,90.0,-563.0,-506.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39928,2022,ESPORTSTMNT01_2149353,Blue,0,1,1,1,0.4884394087690223,0.25,0,3223.0,4915.0,85.0,3392.0,4711.0,88.0,-169.0,204.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,1
39929,2022,ESPORTSTMNT01_2149353,Red,0,0,0,0,0.5006798055245976,0.3404255319148936,1,3392.0,4711.0,88.0,3223.0,4915.0,85.0,169.0,-204.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
40036,2022,ESPORTSTMNT01_2240494,Blue,0,0,0,0,0.499234710761227,0.4666666666666667,0,2547.0,3616.0,56.0,4004.0,4919.0,88.0,-1457.0,-1303.0,-32.0,0.0,0.0,0.0,1.0,2.0,0.0,-1
40037,2022,ESPORTSTMNT01_2240494,Red,0,1,1,1,0.4954862090795255,0.7202380952380952,1,4004.0,4919.0,88.0,2547.0,3616.0,56.0,1457.0,1303.0,32.0,1.0,2.0,0.0,0.0,0.0,0.0,1
40038,2022,ESPORTSTMNT01_2240500,Blue,0,0,0,0,0.4984650488899326,0.4666666666666667,0,2754.0,4135.0,61.0,3008.0,4348.0,73.0,-254.0,-213.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,-2
40039,2022,ESPORTSTMNT01_2240500,Red,1,1,2,1,0.4950932384357845,0.7202380952380952,1,3008.0,4348.0,73.0,2754.0,4135.0,61.0,254.0,213.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40040,2022,ESPORTSTMNT01_2240502,Blue,0,0,0,0,0.502617993739942,0.4666666666666667,0,2873.0,4189.0,61.0,3220.0,4434.0,81.0,-347.0,-245.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,-3
40041,2022,ESPORTSTMNT01_2240502,Red,2,1,3,1,0.4989038183620999,0.7202380952380952,1,3220.0,4434.0,81.0,2873.0,4189.0,61.0,347.0,245.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3
40042,2022,ESPORTSTMNT01_2240527,Blue,0,0,0,0,0.4934958266323722,0.38125,1,3690.0,4370.0,76.0,2377.0,3173.0,46.0,1313.0,1197.0,30.0,0.0,2.0,0.0,0.0,0.0,1.0,-2
40043,2022,ESPORTSTMNT01_2240527,Red,0,2,2,1,0.5070533287881933,0.5418181818181819,0,2377.0,3173.0,46.0,3690.0,4370.0,76.0,-1313.0,-1197.0,-30.0,0.0,0.0,1.0,0.0,2.0,0.0,2
40044,2022,ESPORTSTMNT01_2240529,Blue,0,0,0,0,0.5008348335532894,0.38125,1,3325.0,4537.0,66.0,3278.0,4054.0,60.0,47.0,483.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,-1
40045,2022,ESPORTSTMNT01_2240529,Red,1,0,1,1,0.5068225643240782,0.5418181818181819,0,3278.0,4054.0,60.0,3325.0,4537.0,66.0,-47.0,-483.0,-6.0,2.0,1.0,1.0,1.0,2.0,2.0,1
40046,2022,ESPORTSTMNT01_2240556,Blue,0,0,0,0,0.4931500492721763,0.4666666666666667,1,3419.0,4824.0,73.0,3056.0,3873.0,61.0,363.0,951.0,12.0,0.0,2.0,0.0,1.0,0.0,2.0,-3
40047,2022,ESPORTSTMNT01_2240556,Red,2,1,3,1,0.4987570760998417,0.5418181818181819,0,3056.0,3873.0,61.0,3419.0,4824.0,73.0,-363.0,-951.0,-12.0,1.0,0.0,2.0,0.0,2.0,0.0,3
40048,2022,ESPORTSTMNT01_2240560,Blue,0,0,0,0,0.4888020763813553,0.4666666666666667,0,3308.0,4529.0,81.0,3234.0,3959.0,64.0,74.0,570.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,-2
40049,2022,ESPORTSTMNT01_2240560,Red,1,1,2,1,0.5060752211735743,0.5418181818181819,1,3234.0,3959.0,64.0,3308.0,4529.0,81.0,-74.0,-570.0,-17.0,1.0,1.0,0.0,0.0,0.0,1.0,2
40050,2022,ESPORTSTMNT01_2240562,Blue,0,0,0,0,0.4947544817994089,0.4666666666666667,1,3664.0,4390.0,83.0,3263.0,4506.0,72.0,401.0,-116.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,-1
40051,2022,ESPORTSTMNT01_2240562,Red,1,0,1,1,0.4914116444612891,0.5418181818181819,0,3263.0,4506.0,72.0,3664.0,4390.0,83.0,-401.0,116.0,-11.0,0.0,1.0,0.0,1.0,0.0,0.0,1
40096,2022,ESPORTSTMNT01_2250277,Blue,1,1,2,1,0.5172769771704954,0.7202380952380952,1,3439.0,3685.0,59.0,2697.0,3707.0,45.0,742.0,-22.0,14.0,2.0,1.0,1.0,0.0,2.0,1.0,1
40097,2022,ESPORTSTMNT01_2250277,Red,0,1,1,0,0.4889622558434978,0.38125,0,2697.0,3707.0,45.0,3439.0,3685.0,59.0,-742.0,22.0,-14.0,0.0,2.0,1.0,2.0,1.0,1.0,-1
40098,2022,ESPORTSTMNT01_2250289,Blue,0,0,0,0,0.4941830951042991,0.4666666666666667,0,3176.0,3718.0,61.0,4789.0,4607.0,79.0,-1613.0,-889.0,-18.0,1.0,2.0,1.0,4.0,0.0,0.0,-2
40099,2022,ESPORTSTMNT01_2250289,Red,1,1,2,1,0.514638784407226,0.7202380952380952,1,4789.0,4607.0,79.0,3176.0,3718.0,61.0,1613.0,889.0,18.0,4.0,0.0,0.0,1.0,2.0,1.0,2
40106,2022,ESPORTSTMNT01_2250367,Blue,2,1,3,1,0.5058495715472761,0.5418181818181819,0,2911.0,4622.0,72.0,3207.0,4915.0,83.0,-296.0,-293.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40107,2022,ESPORTSTMNT01_2250367,Red,0,1,1,0,0.4979464763032372,0.7202380952380952,1,3207.0,4915.0,83.0,2911.0,4622.0,72.0,296.0,293.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-2
40108,2022,ESPORTSTMNT01_2250368,Blue,2,1,3,1,0.4924989505899828,0.4338624338624338,1,3097.0,4719.0,77.0,3111.0,4373.0,78.0,-14.0,346.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40109,2022,ESPORTSTMNT01_2250368,Red,1,1,2,0,0.494528263529239,0.4666666666666667,0,3111.0,4373.0,78.0,3097.0,4719.0,77.0,14.0,-346.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
40110,2022,ESPORTSTMNT01_2250378,Blue,0,2,2,1,0.4981047444292975,0.38125,0,2983.0,4424.0,75.0,2789.0,4074.0,60.0,194.0,350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40111,2022,ESPORTSTMNT01_2250378,Red,0,0,0,0,0.4903523714516682,0.5418181818181819,1,2789.0,4074.0,60.0,2983.0,4424.0,75.0,-194.0,-350.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,-2
40112,2022,ESPORTSTMNT01_2250389,Blue,0,0,0,0,0.4873551805713471,0.4666666666666667,0,3094.0,4615.0,79.0,3264.0,4403.0,73.0,-170.0,212.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
40113,2022,ESPORTSTMNT01_2250389,Red,0,1,1,1,0.4987989101666764,0.38125,1,3264.0,4403.0,73.0,3094.0,4615.0,79.0,170.0,-212.0,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
40114,2022,ESPORTSTMNT01_2250466,Blue,1,0,1,0,0.5013330764610873,0.4338624338624338,0,3385.0,4552.0,79.0,2921.0,3873.0,64.0,464.0,679.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,-1
40115,2022,ESPORTSTMNT01_2250466,Red,1,1,2,1,0.4878914175482307,0.4666666666666667,1,2921.0,3873.0,64.0,3385.0,4552.0,79.0,-464.0,-679.0,-15.0,0.0,0.0,1.0,0.0,2.0,0.0,1
40116,2022,ESPORTSTMNT01_2250470,Blue,0,0,0,0,0.5028715283227233,0.4338624338624338,1,3264.0,4204.0,70.0,3114.0,4009.0,68.0,150.0,195.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,-2
40117,2022,ESPORTSTMNT01_2250470,Red,1,1,2,1,0.4924407844258935,0.4666666666666667,0,3114.0,4009.0,68.0,3264.0,4204.0,70.0,-150.0,-195.0,-2.0,1.0,0.0,2.0,1.0,0.0,1.0,2
40118,2022,ESPORTSTMNT01_2250472,Blue,2,0,2,1,0.4895270450819371,0.4338624338624338,0,2944.0,4258.0,72.0,3947.0,4927.0,98.0,-1003.0,-669.0,-26.0,0.0,0.0,0.0,0.0,1.0,0.0,2
40119,2022,ESPORTSTMNT01_2250472,Red,0,0,0,0,0.5003147994332038,0.4666666666666667,1,3947.0,4927.0,98.0,2944.0,4258.0,72.0,1003.0,669.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,-2
40120,2022,ESPORTSTMNT01_2250474,Blue,0,0,0,0,0.4914394690083862,0.4666666666666667,1,3222.0,4121.0,71.0,3182.0,4106.0,69.0,40.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,-2
40121,2022,ESPORTSTMNT01_2250474,Red,2,0,2,1,0.502537473344529,0.4338624338624338,0,3182.0,4106.0,69.0,3222.0,4121.0,71.0,-40.0,-15.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,2
40210,2022,ESPORTSTMNT01_2572795,Blue,2,1,3,1,0.5041174962638664,0.3931623931623931,0,3832.0,4565.0,82.0,3114.0,4711.0,83.0,718.0,-146.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
40211,2022,ESPORTSTMNT01_2572795,Red,1,1,2,0,0.5120834137429698,0.4090909090909091,1,3114.0,4711.0,83.0,3832.0,4565.0,82.0,-718.0,146.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1
40212,2022,ESPORTSTMNT01_2572796,Blue,1,2,3,1,0.4980556871232579,0.524,1,4114.0,4899.0,91.0,3250.0,4678.0,70.0,864.0,221.0,21.0,1.0,0.0,1.0,1.0,0.0,1.0,2
40213,2022,ESPORTSTMNT01_2572796,Red,0,1,1,0,0.4859597879667827,0.3976176971072036,0,3250.0,4678.0,70.0,4114.0,4899.0,91.0,-864.0,-221.0,-21.0,1.0,0.0,1.0,1.0,0.0,1.0,-2
40214,2022,ESPORTSTMNT01_2572800,Blue,1,0,1,1,0.5215047691199496,0.4390243902439024,0,3213.0,4008.0,71.0,3565.0,4689.0,65.0,-352.0,-681.0,6.0,1.0,0.0,1.0,2.0,1.0,0.0,1
40215,2022,ESPORTSTMNT01_2572800,Red,0,0,0,0,0.508235661139984,0.0967741935483871,1,3565.0,4689.0,65.0,3213.0,4008.0,71.0,352.0,681.0,-6.0,2.0,1.0,0.0,1.0,0.0,1.0,-1
40216,2022,ESPORTSTMNT01_2572808,Blue,1,1,2,1,0.4834171920809667,0.524,1,3670.0,4918.0,75.0,2712.0,3771.0,57.0,958.0,1147.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,1
40217,2022,ESPORTSTMNT01_2572808,Red,0,1,1,0,0.5035439297685189,0.3976176971072036,0,2712.0,3771.0,57.0,3670.0,4918.0,75.0,-958.0,-1147.0,-18.0,0.0,0.0,2.0,2.0,0.0,0.0,-1
40218,2022,ESPORTSTMNT01_2572815,Blue,1,3,4,1,0.4978815945856552,0.3976176971072036,1,3617.0,4764.0,81.0,3342.0,4547.0,78.0,275.0,217.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,4
40219,2022,ESPORTSTMNT01_2572815,Red,0,0,0,0,0.4917168374354919,0.5760869565217391,0,3342.0,4547.0,78.0,3617.0,4764.0,81.0,-275.0,-217.0,-3.0,1.0,0.0,2.0,0.0,2.0,0.0,-4
40220,2022,ESPORTSTMNT01_2572823,Blue,0,1,1,1,0.4996473663859532,0.0967741935483871,0,3518.0,4800.0,72.0,3069.0,4211.0,56.0,449.0,589.0,16.0,0.0,2.0,1.0,0.0,1.0,2.0,1
40221,2022,ESPORTSTMNT01_2572823,Red,0,0,0,0,0.5014415471344863,0.4390243902439024,1,3069.0,4211.0,56.0,3518.0,4800.0,72.0,-449.0,-589.0,-16.0,0.0,1.0,2.0,0.0,2.0,1.0,-1
40222,2022,ESPORTSTMNT01_2572825,Blue,2,3,5,1,0.496679265370848,0.5760869565217391,1,4173.0,4725.0,87.0,2716.0,4040.0,61.0,1457.0,685.0,26.0,1.0,1.0,0.0,0.0,0.0,2.0,4
40223,2022,ESPORTSTMNT01_2572825,Red,0,1,1,0,0.4870772988230334,0.3976176971072036,0,2716.0,4040.0,61.0,4173.0,4725.0,87.0,-1457.0,-685.0,-26.0,0.0,0.0,2.0,1.0,1.0,0.0,-4
40224,2022,ESPORTSTMNT01_2572836,Blue,0,0,0,0,0.5061333645749311,0.4390243902439024,0,2950.0,3649.0,68.0,3574.0,4508.0,69.0,-624.0,-859.0,-1.0,0.0,0.0,3.0,1.0,4.0,0.0,-1
40225,2022,ESPORTSTMNT01_2572836,Red,0,1,1,1,0.4936046329062922,0.5760869565217391,1,3574.0,4508.0,69.0,2950.0,3649.0,68.0,624.0,859.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,1
40226,2022,ESPORTSTMNT01_2572842,Blue,1,0,1,1,0.5060825151722868,0.524,0,3225.0,4693.0,84.0,3246.0,4742.0,88.0,-21.0,-49.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40227,2022,ESPORTSTMNT01_2572842,Red,0,0,0,0,0.4946362905222098,0.4448979591836735,1,3246.0,4742.0,88.0,3225.0,4693.0,84.0,21.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
40230,2022,ESPORTSTMNT01_2572845,Blue,0,0,0,0,0.4985443437336745,0.4390243902439024,0,3255.0,4733.0,81.0,3640.0,4962.0,78.0,-385.0,-229.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,-1
40231,2022,ESPORTSTMNT01_2572845,Red,0,1,1,1,0.4952945497354903,0.5760869565217391,1,3640.0,4962.0,78.0,3255.0,4733.0,81.0,385.0,229.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,1
40232,2022,ESPORTSTMNT01_2572846,Blue,0,1,1,0,0.5016837982756014,0.524,0,2971.0,4675.0,75.0,3202.0,4391.0,84.0,-231.0,284.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,-2
40233,2022,ESPORTSTMNT01_2572846,Red,2,1,3,1,0.4930387493095025,0.4448979591836735,1,3202.0,4391.0,84.0,2971.0,4675.0,75.0,231.0,-284.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40234,2022,ESPORTSTMNT01_2572847,Blue,0,1,1,0,0.4854911714925486,0.6904761904761905,0,3202.0,4764.0,80.0,2537.0,4163.0,50.0,665.0,601.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-2
40235,2022,ESPORTSTMNT01_2572847,Red,2,1,3,1,0.4957577394284462,0.4453781512605042,1,2537.0,4163.0,50.0,3202.0,4764.0,80.0,-665.0,-601.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40240,2022,ESPORTSTMNT01_2572851,Blue,3,1,4,1,0.5123073392539597,0.4453781512605042,0,3012.0,4058.0,62.0,3899.0,5033.0,75.0,-887.0,-975.0,-13.0,0.0,1.0,2.0,2.0,2.0,0.0,3
40241,2022,ESPORTSTMNT01_2572851,Red,0,1,1,0,0.4880217166503106,0.6904761904761905,1,3899.0,5033.0,75.0,3012.0,4058.0,62.0,887.0,975.0,13.0,2.0,2.0,0.0,0.0,1.0,2.0,-3
40278,2022,ESPORTSTMNT01_2592872,Blue,2,0,2,1,0.4960601922936689,0.4448979591836735,1,3002.0,4476.0,73.0,3202.0,5005.0,86.0,-200.0,-529.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40279,2022,ESPORTSTMNT01_2592872,Red,0,0,0,0,0.5077725204925885,0.6245487364620939,0,3202.0,5005.0,86.0,3002.0,4476.0,73.0,200.0,529.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-2
40280,2022,ESPORTSTMNT01_2592876,Blue,0,0,0,0,0.510217417191025,0.6410256410256411,1,5011.0,5490.0,94.0,2749.0,3777.0,60.0,2262.0,1713.0,34.0,2.0,1.0,0.0,0.0,0.0,3.0,-5
40281,2022,ESPORTSTMNT01_2592876,Red,2,3,5,1,0.4828818399186322,0.4814814814814814,0,2749.0,3777.0,60.0,5011.0,5490.0,94.0,-2262.0,-1713.0,-34.0,0.0,0.0,3.0,2.0,1.0,0.0,5
40282,2022,ESPORTSTMNT01_2592878,Blue,0,1,1,1,0.4943327015181203,0.4609053497942387,1,3155.0,4637.0,89.0,3014.0,4117.0,77.0,141.0,520.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40283,2022,ESPORTSTMNT01_2592878,Red,0,0,0,0,0.5020442612649767,0.5683453237410072,0,3014.0,4117.0,77.0,3155.0,4637.0,89.0,-141.0,-520.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
40284,2022,ESPORTSTMNT01_2592888,Blue,0,1,1,0,0.5053584313680656,0.6245487364620939,1,3905.0,5066.0,91.0,3179.0,4699.0,84.0,726.0,367.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,-1
40285,2022,ESPORTSTMNT01_2592888,Red,1,1,2,1,0.4903164982280364,0.4448979591836735,0,3179.0,4699.0,84.0,3905.0,5066.0,91.0,-726.0,-367.0,-7.0,0.0,0.0,1.0,2.0,0.0,0.0,1
40286,2022,ESPORTSTMNT01_2592890,Blue,0,2,2,1,0.4979621943807997,0.4609053497942387,0,3310.0,4863.0,89.0,3109.0,4657.0,81.0,201.0,206.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40287,2022,ESPORTSTMNT01_2592890,Red,0,0,0,0,0.5090571197153049,0.5683453237410072,1,3109.0,4657.0,81.0,3310.0,4863.0,89.0,-201.0,-206.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,-2
40288,2022,ESPORTSTMNT01_2592895,Blue,2,0,2,0,0.4974083887181817,0.4448979591836735,1,3350.0,4235.0,54.0,3406.0,4451.0,77.0,-56.0,-216.0,-23.0,1.0,1.0,1.0,1.0,0.0,2.0,-1
40289,2022,ESPORTSTMNT01_2592895,Red,2,1,3,1,0.5026967467679173,0.6245487364620939,0,3406.0,4451.0,77.0,3350.0,4235.0,54.0,56.0,216.0,23.0,1.0,0.0,2.0,1.0,1.0,1.0,1
40290,2022,ESPORTSTMNT01_2592911,Blue,0,1,1,0,0.500136655151936,0.6904761904761905,1,3285.0,4855.0,79.0,3466.0,4731.0,76.0,-181.0,124.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-3
40291,2022,ESPORTSTMNT01_2592911,Red,2,2,4,1,0.5015777724743551,0.4453781512605042,0,3466.0,4731.0,76.0,3285.0,4855.0,79.0,181.0,-124.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,3
40292,2022,ESPORTSTMNT01_2592922,Blue,0,0,0,0,0.5103785335998813,0.3931623931623931,1,4099.0,4990.0,88.0,3384.0,4169.0,72.0,715.0,821.0,16.0,1.0,1.0,1.0,1.0,0.0,2.0,-1
40293,2022,ESPORTSTMNT01_2592922,Red,1,0,1,1,0.5064198087266434,0.6410256410256411,0,3384.0,4169.0,72.0,4099.0,4990.0,88.0,-715.0,-821.0,-16.0,1.0,0.0,2.0,1.0,1.0,1.0,1
40294,2022,ESPORTSTMNT01_2592924,Blue,0,0,0,0,0.492884418860411,0.6410256410256411,0,3294.0,3425.0,44.0,3867.0,4011.0,68.0,-573.0,-586.0,-24.0,2.0,2.0,1.0,2.0,1.0,2.0,-3
40295,2022,ESPORTSTMNT01_2592924,Red,1,2,3,1,0.5139039728909336,0.3931623931623931,1,3867.0,4011.0,68.0,3294.0,3425.0,44.0,573.0,586.0,24.0,2.0,1.0,2.0,2.0,2.0,1.0,3
40296,2022,ESPORTSTMNT01_2592936,Blue,0,0,0,0,0.498485161045812,0.6904761904761905,0,3278.0,4672.0,74.0,3043.0,4444.0,73.0,235.0,228.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-2
40297,2022,ESPORTSTMNT01_2592936,Red,2,0,2,1,0.5004971881089612,0.5683453237410072,1,3043.0,4444.0,73.0,3278.0,4672.0,74.0,-235.0,-228.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,2
40298,2022,ESPORTSTMNT01_2592945,Blue,2,0,2,1,0.508646499323812,0.5683453237410072,1,3525.0,4446.0,66.0,3188.0,4244.0,76.0,337.0,202.0,-10.0,2.0,1.0,0.0,0.0,1.0,1.0,2
40299,2022,ESPORTSTMNT01_2592945,Red,0,0,0,0,0.500557933001534,0.6904761904761905,0,3188.0,4244.0,76.0,3525.0,4446.0,66.0,-337.0,-202.0,10.0,0.0,1.0,1.0,2.0,1.0,0.0,-2
40300,2022,ESPORTSTMNT01_2593001,Blue,0,0,0,0,0.4969908230011289,0.5760869565217391,1,3036.0,4304.0,80.0,3041.0,4073.0,73.0,-5.0,231.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-2
40301,2022,ESPORTSTMNT01_2593001,Red,0,2,2,1,0.4953086047727046,0.4448979591836735,0,3041.0,4073.0,73.0,3036.0,4304.0,80.0,5.0,-231.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40302,2022,ESPORTSTMNT01_2593009,Blue,0,0,0,0,0.4945673360669221,0.5760869565217391,1,3260.0,4952.0,86.0,2768.0,4083.0,67.0,492.0,869.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
40303,2022,ESPORTSTMNT01_2593009,Red,0,1,1,1,0.4958004955228371,0.4448979591836735,0,2768.0,4083.0,67.0,3260.0,4952.0,86.0,-492.0,-869.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40304,2022,ESPORTSTMNT01_2593020,Blue,1,1,2,1,0.5010800547017439,0.3931623931623931,1,3926.0,4618.0,84.0,3311.0,4680.0,83.0,615.0,-62.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,1
40305,2022,ESPORTSTMNT01_2593020,Red,0,1,1,0,0.4983521135438397,0.5683453237410072,0,3311.0,4680.0,83.0,3926.0,4618.0,84.0,-615.0,62.0,-1.0,0.0,3.0,1.0,1.0,4.0,0.0,-1
40308,2022,ESPORTSTMNT01_2593027,Blue,0,0,0,0,0.4968467666341626,0.3931623931623931,1,3886.0,5479.0,91.0,3139.0,4794.0,81.0,747.0,685.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,-3
40309,2022,ESPORTSTMNT01_2593027,Red,2,1,3,1,0.5085349809693308,0.5683453237410072,0,3139.0,4794.0,81.0,3886.0,5479.0,91.0,-747.0,-685.0,-10.0,0.0,0.0,1.0,1.0,0.0,0.0,3
40316,2022,ESPORTSTMNT01_2593083,Blue,1,1,2,1,0.515879055889881,0.3931623931623931,1,3512.0,4754.0,72.0,3518.0,4653.0,89.0,-6.0,101.0,-17.0,1.0,3.0,1.0,0.0,1.0,1.0,1
40317,2022,ESPORTSTMNT01_2593083,Red,0,1,1,0,0.4948460379941132,0.5760869565217391,0,3518.0,4653.0,89.0,3512.0,4754.0,72.0,6.0,-101.0,17.0,0.0,1.0,1.0,1.0,3.0,1.0,-1
40320,2022,ESPORTSTMNT01_2593099,Blue,1,0,1,0,0.4926611760670131,0.5760869565217391,1,2891.0,3762.0,71.0,3168.0,4516.0,71.0,-277.0,-754.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1
40321,2022,ESPORTSTMNT01_2593099,Red,1,1,2,1,0.5054906827807597,0.3931623931623931,0,3168.0,4516.0,71.0,2891.0,3762.0,71.0,277.0,754.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
40322,2022,ESPORTSTMNT01_2593101,Blue,0,0,0,0,0.5043311980467458,0.3931623931623931,0,2927.0,3924.0,70.0,3527.0,4397.0,70.0,-600.0,-473.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,-2
40323,2022,ESPORTSTMNT01_2593101,Red,1,1,2,1,0.4931447704813129,0.5760869565217391,1,3527.0,4397.0,70.0,2927.0,3924.0,70.0,600.0,473.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2
40328,2022,ESPORTSTMNT01_2593107,Blue,0,1,1,1,0.5070461977397344,0.3931623931623931,0,3197.0,4826.0,72.0,3430.0,4998.0,93.0,-233.0,-172.0,-21.0,0.0,2.0,0.0,0.0,0.0,0.0,1
40329,2022,ESPORTSTMNT01_2593107,Red,0,0,0,0,0.4864286409576867,0.5760869565217391,1,3430.0,4998.0,93.0,3197.0,4826.0,72.0,233.0,172.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,-1
