,teamname,league,year,gameid,side,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
3049,Karmine Corp,LEC,2025,LOLTMNT05_116057,Red,Aatrox,Kalista,Azir,K'Sante,Aurora,Ahri,Aatrox,Maokai,Taliyah,Varus,Rell,1,2850.0,4150.0,63.0,3220.0,4989.0,84.0,-370.0,-839.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,6862.0,112.0,5357.0,8247.0,128.0,-792.0,-1385.0,-16.0,0.0,0.0,0.0,1.0,1.0,0.0,7727.0,10091.0,155.0,6622.0,10140.0,158.0,1105.0,-49.0,-3.0,2.0,0.0,0.0,1.0,1.0,1.0,9602.0,12035.0,183.0,8337.0,12197.0,191.0,1265.0,-162.0,-8.0,3.0,1.0,0.0,1.0,1.0,1.0
3050,G2 Esports,LEC,2025,LOLTMNT05_116059,Blue,K'Sante,Draven,Ambessa,Miss Fortune,Braum,Rakan,K'Sante,Zyra,Tristana,Corki,Blitzcrank,0,2515.0,3480.0,49.0,3332.0,4631.0,74.0,-817.0,-1151.0,-25.0,0.0,0.0,1.0,1.0,0.0,1.0,4766.0,6586.0,99.0,4636.0,6523.0,105.0,130.0,63.0,-6.0,1.0,1.0,1.0,1.0,1.0,2.0,6309.0,8428.0,135.0,6442.0,8454.0,129.0,-133.0,-26.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,7881.0,10596.0,171.0,8413.0,10899.0,178.0,-532.0,-303.0,-7.0,1.0,1.0,1.0,2.0,2.0,2.0
3051,Karmine Corp,LEC,2025,LOLTMNT05_116059,Red,Rumble,Kalista,Azir,Lulu,Smolder,Nautilus,Rumble,Skarner,Yone,Ashe,Alistar,1,3332.0,4631.0,74.0,2515.0,3480.0,49.0,817.0,1151.0,25.0,1.0,0.0,1.0,0.0,0.0,1.0,4636.0,6523.0,105.0,4766.0,6586.0,99.0,-130.0,-63.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,6442.0,8454.0,129.0,6309.0,8428.0,135.0,133.0,26.0,-6.0,2.0,1.0,2.0,1.0,1.0,1.0,8413.0,10899.0,178.0,7881.0,10596.0,171.0,532.0,303.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0
3052,BoostGate Esports,TCL,2025,LOLTMNT06_104115,Blue,K'Sante,Jayce,Ambessa,Varus,Braum,Kalista,K'Sante,Nocturne,Taliyah,Ezreal,Nautilus,1,3390.0,4562.0,77.0,3896.0,5114.0,94.0,-506.0,-552.0,-17.0,1.0,0.0,0.0,1.0,0.0,0.0,4962.0,7233.0,120.0,5621.0,7650.0,136.0,-659.0,-417.0,-16.0,1.0,0.0,0.0,1.0,1.0,0.0,6692.0,9866.0,162.0,7923.0,11285.0,195.0,-1231.0,-1419.0,-33.0,1.0,0.0,1.0,2.0,2.0,0.0,8027.0,12436.0,190.0,10686.0,13476.0,227.0,-2659.0,-1040.0,-37.0,1.0,0.0,2.0,6.0,3.0,0.0
3053,Beşiktaş Esports,TCL,2025,LOLTMNT06_104115,Red,Poppy,Sejuani,Skarner,Hwei,Orianna,Leona,Poppy,Maokai,Azir,Corki,Alistar,0,3896.0,5114.0,94.0,3390.0,4562.0,77.0,506.0,552.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,5621.0,7650.0,136.0,4962.0,7233.0,120.0,659.0,417.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,7923.0,11285.0,195.0,6692.0,9866.0,162.0,1231.0,1419.0,33.0,2.0,2.0,0.0,1.0,0.0,1.0,10686.0,13476.0,227.0,8027.0,12436.0,190.0,2659.0,1040.0,37.0,6.0,3.0,0.0,1.0,0.0,2.0
3054,Misa Esports,TCL,2025,LOLTMNT06_104125,Blue,Ambessa,Zyra,Varus,Sejuani,K'Sante,Poppy,Ambessa,Vi,Ahri,Kai'Sa,Nautilus,1,3857.0,4691.0,77.0,3579.0,4622.0,81.0,278.0,69.0,-4.0,2.0,1.0,0.0,1.0,0.0,1.0,5683.0,7047.0,124.0,5153.0,6996.0,125.0,530.0,51.0,-1.0,2.0,1.0,0.0,1.0,0.0,1.0,7789.0,9564.0,160.0,7133.0,9306.0,166.0,656.0,258.0,-6.0,3.0,1.0,1.0,1.0,1.0,1.0,9742.0,12667.0,207.0,9261.0,12002.0,216.0,481.0,665.0,-9.0,3.0,5.0,2.0,2.0,2.0,2.0
3055,Papara SuperMassive,TCL,2025,LOLTMNT06_104125,Red,Wukong,Skarner,Rumble,Kalista,Rakan,Rell,Wukong,Pantheon,Taliyah,Ezreal,Leona,0,3579.0,4622.0,81.0,3857.0,4691.0,77.0,-278.0,-69.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,5153.0,6996.0,125.0,5683.0,7047.0,124.0,-530.0,-51.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,7133.0,9306.0,166.0,7789.0,9564.0,160.0,-656.0,-258.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,9261.0,12002.0,216.0,9742.0,12667.0,207.0,-481.0,-665.0,9.0,2.0,2.0,2.0,3.0,5.0,2.0
3056,Fog Esports,AL,2025,LOLTMNT06_104128,Blue,Aatrox,Zyra,Kalista,Sion,Poppy,Braum,Aatrox,Rumble,Yone,Tristana,Nautilus,0,2817.0,3552.0,48.0,3146.0,3419.0,46.0,-329.0,133.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,4441.0,6359.0,99.0,4631.0,5307.0,69.0,-190.0,1052.0,30.0,1.0,0.0,0.0,1.0,3.0,3.0,6245.0,8698.0,137.0,6473.0,8225.0,109.0,-228.0,473.0,28.0,1.0,1.0,1.0,2.0,5.0,3.0,7614.0,10425.0,170.0,8015.0,10837.0,140.0,-401.0,-412.0,30.0,1.0,1.0,2.0,2.0,5.0,4.0
3057,Baam Esports,AL,2025,LOLTMNT06_104128,Red,Ornn,Ivern,Sejuani,Jayce,Gnar,Renekton,Ornn,Skarner,Aurora,Ashe,Renata Glasc,1,3146.0,3419.0,46.0,2817.0,3552.0,48.0,329.0,-133.0,-2.0,1.0,0.0,3.0,1.0,0.0,0.0,4631.0,5307.0,69.0,4441.0,6359.0,99.0,190.0,-1052.0,-30.0,1.0,3.0,3.0,1.0,0.0,0.0,6473.0,8225.0,109.0,6245.0,8698.0,137.0,228.0,-473.0,-28.0,2.0,5.0,3.0,1.0,1.0,1.0,8015.0,10837.0,140.0,7614.0,10425.0,170.0,401.0,412.0,-30.0,2.0,5.0,4.0,1.0,1.0,2.0
3058,One More Esports,AL,2025,LOLTMNT06_104140,Blue,K'Sante,Fiora,Ambessa,Ivern,Braum,Nocturne,K'Sante,Pantheon,Aurora,Jhin,Nautilus,1,3088.0,4651.0,78.0,3203.0,4388.0,82.0,-115.0,263.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.0,7410.0,114.0,5719.0,6869.0,123.0,-769.0,541.0,-9.0,0.0,2.0,1.0,1.0,0.0,1.0,6638.0,10602.0,158.0,7611.0,9787.0,168.0,-973.0,815.0,-10.0,0.0,3.0,1.0,1.0,1.0,2.0,8541.0,13888.0,212.0,9686.0,13056.0,231.0,-1145.0,832.0,-19.0,0.0,3.0,1.0,1.0,1.0,2.0
3059,GnG Amazigh,AL,2025,LOLTMNT06_104140,Red,Gwen,Ryze,Taliyah,Skarner,Poppy,Leona,Gwen,Jarvan IV,Ahri,Ashe,Alistar,0,3203.0,4388.0,82.0,3088.0,4651.0,78.0,115.0,-263.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5719.0,6869.0,123.0,4950.0,7410.0,114.0,769.0,-541.0,9.0,1.0,0.0,1.0,0.0,2.0,1.0,7611.0,9787.0,168.0,6638.0,10602.0,158.0,973.0,-815.0,10.0,1.0,1.0,2.0,0.0,3.0,1.0,9686.0,13056.0,231.0,8541.0,13888.0,212.0,1145.0,-832.0,19.0,1.0,1.0,2.0,0.0,3.0,1.0
3060,Papara SuperMassive,TCL,2025,LOLTMNT06_104167,Blue,Ambessa,Kalista,Rumble,Poppy,Warwick,Taliyah,Ambessa,Vi,Ahri,Kai'Sa,Rakan,0,2907.0,4322.0,60.0,3390.0,4564.0,60.0,-483.0,-242.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,5065.0,6485.0,102.0,4998.0,6180.0,85.0,67.0,305.0,17.0,2.0,2.0,2.0,3.0,1.0,2.0,6737.0,9450.0,141.0,7858.0,9123.0,127.0,-1121.0,327.0,14.0,2.0,3.0,2.0,6.0,3.0,2.0,9035.0,13839.0,200.0,9461.0,11491.0,169.0,-426.0,2348.0,31.0,2.0,4.0,2.0,6.0,3.0,3.0
3061,BoostGate Esports,TCL,2025,LOLTMNT06_104167,Red,Darius,Skarner,K'Sante,Jayce,Rell,Blitzcrank,Darius,Sejuani,Sylas,Varus,Renata Glasc,1,3390.0,4564.0,60.0,2907.0,4322.0,60.0,483.0,242.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,4998.0,6180.0,85.0,5065.0,6485.0,102.0,-67.0,-305.0,-17.0,3.0,1.0,2.0,2.0,2.0,2.0,7858.0,9123.0,127.0,6737.0,9450.0,141.0,1121.0,-327.0,-14.0,6.0,3.0,2.0,2.0,3.0,2.0,9461.0,11491.0,169.0,9035.0,13839.0,200.0,426.0,-2348.0,-31.0,6.0,3.0,3.0,2.0,4.0,2.0
3062,ULF Esports,TCL,2025,LOLTMNT06_104170,Blue,Ambessa,Rumble,Vi,K'Sante,Taliyah,Hwei,Ambessa,Nocturne,Aurora,Corki,Nautilus,0,2515.0,3198.0,41.0,3158.0,4583.0,73.0,-643.0,-1385.0,-32.0,0.0,1.0,3.0,0.0,0.0,1.0,4024.0,5892.0,86.0,5746.0,7811.0,120.0,-1722.0,-1919.0,-34.0,0.0,2.0,4.0,1.0,0.0,2.0,5731.0,8197.0,126.0,7889.0,10233.0,158.0,-2158.0,-2036.0,-32.0,0.0,2.0,5.0,2.0,2.0,2.0,7326.0,10036.0,156.0,11303.0,14217.0,205.0,-3977.0,-4181.0,-49.0,0.0,3.0,7.0,7.0,4.0,2.0
3063,Misa Esports,TCL,2025,LOLTMNT06_104170,Red,Jayce,Skarner,Kalista,Varus,Xin Zhao,Maokai,Jayce,Sejuani,Azir,Ezreal,Leona,1,3158.0,4583.0,73.0,2515.0,3198.0,41.0,643.0,1385.0,32.0,0.0,0.0,1.0,0.0,1.0,3.0,5746.0,7811.0,120.0,4024.0,5892.0,86.0,1722.0,1919.0,34.0,1.0,0.0,2.0,0.0,2.0,4.0,7889.0,10233.0,158.0,5731.0,8197.0,126.0,2158.0,2036.0,32.0,2.0,2.0,2.0,0.0,2.0,5.0,11303.0,14217.0,205.0,7326.0,10036.0,156.0,3977.0,4181.0,49.0,7.0,4.0,2.0,0.0,3.0,7.0
3064,Beşiktaş Esports,TCL,2025,LOLTMNT06_104173,Blue,Ambessa,Varus,Rumble,K'Sante,Orianna,Taliyah,Ambessa,Nocturne,Ahri,Ezreal,Leona,0,3245.0,4421.0,71.0,3907.0,5002.0,89.0,-662.0,-581.0,-18.0,1.0,0.0,1.0,1.0,0.0,0.0,4607.0,6692.0,107.0,6227.0,7646.0,144.0,-1620.0,-954.0,-37.0,1.0,0.0,1.0,1.0,0.0,0.0,6805.0,9737.0,150.0,8325.0,10279.0,186.0,-1520.0,-542.0,-36.0,2.0,0.0,2.0,3.0,2.0,0.0,9481.0,13067.0,206.0,10147.0,12641.0,231.0,-666.0,426.0,-25.0,2.0,0.0,2.0,3.0,2.0,1.0
3065,BBL Dark Passage,TCL,2025,LOLTMNT06_104173,Red,Jayce,Skarner,Kalista,Sejuani,Maokai,Zyra,Jayce,Vi,Aurora,Kai'Sa,Rell,1,3907.0,5002.0,89.0,3245.0,4421.0,71.0,662.0,581.0,18.0,1.0,0.0,0.0,1.0,0.0,1.0,6227.0,7646.0,144.0,4607.0,6692.0,107.0,1620.0,954.0,37.0,1.0,0.0,0.0,1.0,0.0,1.0,8325.0,10279.0,186.0,6805.0,9737.0,150.0,1520.0,542.0,36.0,3.0,2.0,0.0,2.0,0.0,2.0,10147.0,12641.0,231.0,9481.0,13067.0,206.0,666.0,-426.0,25.0,3.0,2.0,1.0,2.0,0.0,2.0
3066,Baam Esports,AL,2025,LOLTMNT06_104176,Blue,Renekton,Ivern,Taliyah,Sejuani,Braum,Camille,Renekton,Vi,Aurora,Kai'Sa,Rakan,0,2589.0,3313.0,53.0,3000.0,4341.0,68.0,-411.0,-1028.0,-15.0,0.0,0.0,1.0,0.0,1.0,0.0,4876.0,5970.0,96.0,4940.0,6648.0,104.0,-64.0,-678.0,-8.0,1.0,0.0,2.0,1.0,2.0,1.0,6871.0,8784.0,137.0,6839.0,9385.0,141.0,32.0,-601.0,-4.0,2.0,1.0,3.0,2.0,4.0,2.0,10735.0,13045.0,181.0,8479.0,12292.0,175.0,2256.0,753.0,6.0,4.0,6.0,4.0,2.0,7.0,4.0
3067,Geekay Esports,AL,2025,LOLTMNT06_104176,Red,Jax,Skarner,Zyra,Rumble,Sion,Alistar,Jax,Nocturne,Orianna,Ezreal,Rell,1,3000.0,4341.0,68.0,2589.0,3313.0,53.0,411.0,1028.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,4940.0,6648.0,104.0,4876.0,5970.0,96.0,64.0,678.0,8.0,1.0,2.0,1.0,1.0,0.0,2.0,6839.0,9385.0,141.0,6871.0,8784.0,137.0,-32.0,601.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,8479.0,12292.0,175.0,10735.0,13045.0,181.0,-2256.0,-753.0,-6.0,2.0,7.0,4.0,4.0,6.0,4.0
3068,Anubis Gaming,AL,2025,LOLTMNT06_104186,Blue,Fiora,Ivern,Xin Zhao,K'Sante,Wukong,Pantheon,Fiora,Nocturne,Orianna,Ezreal,Rakan,1,3085.0,4736.0,77.0,3727.0,4930.0,93.0,-642.0,-194.0,-16.0,0.0,0.0,0.0,1.0,0.0,0.0,6261.0,8078.0,134.0,6042.0,7624.0,142.0,219.0,454.0,-8.0,2.0,0.0,0.0,2.0,0.0,1.0,8472.0,11390.0,193.0,7905.0,10397.0,197.0,567.0,993.0,-4.0,2.0,0.0,0.0,2.0,0.0,2.0,11652.0,14620.0,241.0,9417.0,12319.0,235.0,2235.0,2301.0,6.0,5.0,0.0,0.0,2.0,0.0,4.0
3069,GnG Amazigh,AL,2025,LOLTMNT06_104186,Red,Jayce,Corki,Ambessa,Skarner,Rell,Braum,Jayce,Olaf,Akali,Varus,Renata Glasc,0,3727.0,4930.0,93.0,3085.0,4736.0,77.0,642.0,194.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,6042.0,7624.0,142.0,6261.0,8078.0,134.0,-219.0,-454.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,7905.0,10397.0,197.0,8472.0,11390.0,193.0,-567.0,-993.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,9417.0,12319.0,235.0,11652.0,14620.0,241.0,-2235.0,-2301.0,-6.0,2.0,0.0,4.0,5.0,0.0,0.0
3070,SPIKE Syndicate,EBL,2025,LOLTMNT06_104192,Blue,Gnar,Maokai,Corki,K'Sante,Yasuo,Jax,Gnar,Xin Zhao,Syndra,Mel,Leona,0,3025.0,4182.0,59.0,3155.0,3683.0,49.0,-130.0,499.0,10.0,1.0,0.0,1.0,2.0,0.0,3.0,5034.0,7257.0,110.0,5151.0,6372.0,95.0,-117.0,885.0,15.0,1.0,0.0,1.0,2.0,2.0,4.0,7496.0,10827.0,170.0,7586.0,9802.0,148.0,-90.0,1025.0,22.0,2.0,0.0,1.0,4.0,3.0,4.0,9226.0,13124.0,210.0,11010.0,13234.0,189.0,-1784.0,-110.0,21.0,2.0,0.0,2.0,6.0,4.0,4.0
3071,Crvena zvezda Esports,EBL,2025,LOLTMNT06_104192,Red,Jayce,LeBlanc,Rumble,Skarner,Yone,Orianna,Jayce,Vi,Ryze,Varus,Nautilus,1,3155.0,3683.0,49.0,3025.0,4182.0,59.0,130.0,-499.0,-10.0,2.0,0.0,3.0,1.0,0.0,1.0,5151.0,6372.0,95.0,5034.0,7257.0,110.0,117.0,-885.0,-15.0,2.0,2.0,4.0,1.0,0.0,1.0,7586.0,9802.0,148.0,7496.0,10827.0,170.0,90.0,-1025.0,-22.0,4.0,3.0,4.0,2.0,0.0,1.0,11010.0,13234.0,189.0,9226.0,13124.0,210.0,1784.0,110.0,-21.0,6.0,4.0,4.0,2.0,0.0,2.0
3072,BBL Dark Passage,TCL,2025,LOLTMNT06_104216,Blue,Jayce,Sejuani,Ezreal,Ambessa,Hwei,Azir,Jayce,Pantheon,Ahri,Corki,Leona,0,3541.0,4338.0,74.0,2733.0,4364.0,59.0,808.0,-26.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,5661.0,7555.0,134.0,4408.0,6788.0,95.0,1253.0,767.0,39.0,1.0,1.0,0.0,1.0,0.0,1.0,7842.0,10720.0,189.0,6428.0,9983.0,154.0,1414.0,737.0,35.0,1.0,1.0,0.0,1.0,0.0,1.0,9388.0,13075.0,227.0,8959.0,12974.0,192.0,429.0,101.0,35.0,1.0,1.0,2.0,4.0,1.0,1.0
3073,Eternal Fire,TCL,2025,LOLTMNT06_104216,Red,Jax,Skarner,Vi,Kalista,Aurora,Braum,Jax,Maokai,Taliyah,Varus,Rell,1,2733.0,4364.0,59.0,3541.0,4338.0,74.0,-808.0,26.0,-15.0,0.0,0.0,1.0,1.0,1.0,0.0,4408.0,6788.0,95.0,5661.0,7555.0,134.0,-1253.0,-767.0,-39.0,1.0,0.0,1.0,1.0,1.0,0.0,6428.0,9983.0,154.0,7842.0,10720.0,189.0,-1414.0,-737.0,-35.0,1.0,0.0,1.0,1.0,1.0,0.0,8959.0,12974.0,192.0,9388.0,13075.0,227.0,-429.0,-101.0,-35.0,4.0,1.0,1.0,1.0,1.0,2.0
3074,BoostGate Esports,TCL,2025,LOLTMNT06_104228,Blue,K'Sante,Jayce,Ambessa,Varus,Maokai,Aurora,K'Sante,Shaco,Orianna,Ezreal,Leona,1,3098.0,4742.0,71.0,3154.0,4956.0,78.0,-56.0,-214.0,-7.0,0.0,0.0,1.0,0.0,1.0,0.0,4657.0,7320.0,112.0,4791.0,7803.0,120.0,-134.0,-483.0,-8.0,0.0,1.0,2.0,0.0,2.0,0.0,6727.0,10295.0,144.0,6771.0,9922.0,159.0,-44.0,373.0,-15.0,0.0,4.0,2.0,0.0,2.0,1.0,9202.0,13807.0,204.0,9228.0,13706.0,220.0,-26.0,101.0,-16.0,0.0,5.0,2.0,0.0,2.0,1.0
3075,ULF Esports,TCL,2025,LOLTMNT06_104228,Red,Gnar,Skarner,Sejuani,Nocturne,Taliyah,Hwei,Gnar,Xin Zhao,Ryze,Kalista,Renata Glasc,0,3154.0,4956.0,78.0,3098.0,4742.0,71.0,56.0,214.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,4791.0,7803.0,120.0,4657.0,7320.0,112.0,134.0,483.0,8.0,0.0,2.0,0.0,0.0,1.0,2.0,6771.0,9922.0,159.0,6727.0,10295.0,144.0,44.0,-373.0,15.0,0.0,2.0,1.0,0.0,4.0,2.0,9228.0,13706.0,220.0,9202.0,13807.0,204.0,26.0,-101.0,16.0,0.0,2.0,1.0,0.0,5.0,2.0
3076,Beşiktaş Esports,TCL,2025,LOLTMNT06_104232,Blue,Rumble,Sejuani,Ambessa,Sylas,LeBlanc,Renata Glasc,Rumble,Nocturne,Orianna,Corki,Poppy,0,3932.0,4636.0,80.0,3163.0,4056.0,64.0,769.0,580.0,16.0,2.0,2.0,0.0,1.0,1.0,1.0,5533.0,7128.0,129.0,5000.0,7294.0,113.0,533.0,-166.0,16.0,2.0,2.0,1.0,1.0,3.0,1.0,7221.0,9495.0,166.0,6901.0,10386.0,157.0,320.0,-891.0,9.0,3.0,2.0,1.0,1.0,5.0,1.0,10192.0,12482.0,209.0,8680.0,12968.0,185.0,1512.0,-486.0,24.0,4.0,6.0,2.0,2.0,7.0,3.0
3077,Papara SuperMassive,TCL,2025,LOLTMNT06_104232,Red,K'Sante,Jayce,Skarner,Kalista,Rakan,Rell,K'Sante,Vi,Ahri,Varus,Elise,1,3163.0,4056.0,64.0,3932.0,4636.0,80.0,-769.0,-580.0,-16.0,1.0,1.0,1.0,2.0,2.0,0.0,5000.0,7294.0,113.0,5533.0,7128.0,129.0,-533.0,166.0,-16.0,1.0,3.0,1.0,2.0,2.0,1.0,6901.0,10386.0,157.0,7221.0,9495.0,166.0,-320.0,891.0,-9.0,1.0,5.0,1.0,3.0,2.0,1.0,8680.0,12968.0,185.0,10192.0,12482.0,209.0,-1512.0,486.0,-24.0,2.0,7.0,3.0,4.0,6.0,2.0
3078,BeFive,EBL,2025,LOLTMNT06_104237,Blue,Jax,Orianna,Vi,Jayce,Kalista,Jinx,Jax,Skarner,Sylas,Sivir,Lulu,1,2988.0,4300.0,66.0,3153.0,4568.0,78.0,-165.0,-268.0,-12.0,0.0,0.0,0.0,0.0,1.0,0.0,4461.0,6783.0,102.0,5087.0,7524.0,129.0,-626.0,-741.0,-27.0,0.0,0.0,0.0,0.0,1.0,0.0,7481.0,9693.0,151.0,7550.0,10297.0,175.0,-69.0,-604.0,-24.0,1.0,0.0,0.0,1.0,1.0,1.0,9806.0,12805.0,198.0,10130.0,12697.0,212.0,-324.0,108.0,-14.0,2.0,1.0,0.0,2.0,2.0,2.0
3079,The Secret Club,EBL,2025,LOLTMNT06_104237,Red,Gnar,Mel,Taliyah,Kindred,Leona,Blitzcrank,Gnar,Maokai,Vex,Zeri,Yuumi,0,3153.0,4568.0,78.0,2988.0,4300.0,66.0,165.0,268.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,5087.0,7524.0,129.0,4461.0,6783.0,102.0,626.0,741.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,7550.0,10297.0,175.0,7481.0,9693.0,151.0,69.0,604.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,10130.0,12697.0,212.0,9806.0,12805.0,198.0,324.0,-108.0,14.0,2.0,2.0,2.0,2.0,1.0,0.0
3080,One More Esports,AL,2025,LOLTMNT06_104239,Blue,Sion,Ambessa,Rumble,Kai'Sa,Lulu,Alistar,Sion,Wukong,Taliyah,Ezreal,Rakan,1,3288.0,4850.0,79.0,3509.0,4943.0,91.0,-221.0,-93.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,5427.0,8242.0,132.0,5321.0,7647.0,141.0,106.0,595.0,-9.0,0.0,3.0,0.0,0.0,0.0,1.0,7520.0,11358.0,180.0,7560.0,11162.0,193.0,-40.0,196.0,-13.0,0.0,3.0,0.0,0.0,0.0,1.0,9205.0,14011.0,209.0,9062.0,13087.0,221.0,143.0,924.0,-12.0,0.0,4.0,1.0,0.0,1.0,2.0
3081,Baam Esports,AL,2025,LOLTMNT06_104239,Red,Gwen,Skarner,Ryze,Pantheon,Nautilus,Rell,Gwen,Xin Zhao,Viktor,Zeri,Leona,0,3509.0,4943.0,91.0,3288.0,4850.0,79.0,221.0,93.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5321.0,7647.0,141.0,5427.0,8242.0,132.0,-106.0,-595.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,7560.0,11162.0,193.0,7520.0,11358.0,180.0,40.0,-196.0,13.0,0.0,0.0,1.0,0.0,3.0,0.0,9062.0,13087.0,221.0,9205.0,14011.0,209.0,-143.0,-924.0,12.0,0.0,1.0,2.0,0.0,4.0,1.0
3082,Fantastic Esports,EBL,2025,LOLTMNT06_104241,Blue,Ornn,Vi,Ambessa,Aurora,Nautilus,Rakan,Ornn,Wukong,Orianna,Corki,Shen,0,2843.0,4131.0,61.0,4083.0,5177.0,82.0,-1240.0,-1046.0,-21.0,0.0,1.0,1.0,2.0,0.0,2.0,4732.0,6355.0,103.0,7292.0,7678.0,125.0,-2560.0,-1323.0,-22.0,1.0,2.0,1.0,3.0,0.0,2.0,7170.0,9051.0,131.0,10062.0,9921.0,162.0,-2892.0,-870.0,-31.0,3.0,4.0,1.0,5.0,0.0,4.0,8331.0,10893.0,156.0,12594.0,13105.0,196.0,-4263.0,-2212.0,-40.0,3.0,4.0,2.0,7.0,2.0,4.0
3083,Crvena zvezda Esports,EBL,2025,LOLTMNT06_104241,Red,Sett,Kalista,Varus,Skarner,Poppy,Braum,Sett,Xin Zhao,Ahri,Miss Fortune,Leona,1,4083.0,5177.0,82.0,2843.0,4131.0,61.0,1240.0,1046.0,21.0,2.0,0.0,2.0,0.0,1.0,1.0,7292.0,7678.0,125.0,4732.0,6355.0,103.0,2560.0,1323.0,22.0,3.0,0.0,2.0,1.0,2.0,1.0,10062.0,9921.0,162.0,7170.0,9051.0,131.0,2892.0,870.0,31.0,5.0,0.0,4.0,3.0,4.0,1.0,12594.0,13105.0,196.0,8331.0,10893.0,156.0,4263.0,2212.0,40.0,7.0,2.0,4.0,3.0,4.0,2.0
3084,BBL Dark Passage,TCL,2025,LOLTMNT06_105113,Blue,K'Sante,Rumble,Jayce,Varus,Corki,Ezreal,K'Sante,Pantheon,Viktor,Xayah,Rell,0,2936.0,4405.0,70.0,3204.0,4829.0,82.0,-268.0,-424.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,4566.0,7334.0,120.0,4898.0,7356.0,127.0,-332.0,-22.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,6500.0,9533.0,153.0,7018.0,9856.0,174.0,-518.0,-323.0,-21.0,0.0,0.0,0.0,0.0,2.0,1.0,8320.0,11333.0,185.0,8695.0,12271.0,206.0,-375.0,-938.0,-21.0,0.0,0.0,0.0,0.0,5.0,1.0
3085,Bushido Wildcats,TCL,2025,LOLTMNT06_105113,Red,Ambessa,Skarner,Vi,Kalista,Taliyah,Orianna,Ambessa,Sejuani,Azir,Kai'Sa,Poppy,1,3204.0,4829.0,82.0,2936.0,4405.0,70.0,268.0,424.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4898.0,7356.0,127.0,4566.0,7334.0,120.0,332.0,22.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,7018.0,9856.0,174.0,6500.0,9533.0,153.0,518.0,323.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,8695.0,12271.0,206.0,8320.0,11333.0,185.0,375.0,938.0,21.0,0.0,5.0,1.0,0.0,0.0,0.0
